Rider_ID,Subcounty_ID,Subcounty,Latitude,Longitude,Daily_Distance_km,Daily_Income_KES,Income_Volatility,Distance_to_BSS_km,Petrol_Daily_Cost_KES,Electric_Daily_Cost_KES,PAYG_Daily_Payment_KES,Net_Savings_KES,Default_Probability,Default_Indicator,Churn_Probability,Churn_Indicator
RID-0482,SC-MAKADARA,Makadara,-1.2985989567377365,36.883237566052166,80.7,943.0,0.226,0.2,511.0,309.0,450.0,203.0,0.0142,0,0.2464,0
RID-0483,SC-MATHARE,Mathare,-1.2785470626838116,36.8697673796547,66.4,1152.0,0.125,2.05,430.0,256.0,450.0,174.0,0.0096,0,0.2504,0
RID-0484,SC-STAREHE,Starehe,-1.2554960474043513,36.8350218833988,97.6,942.0,0.273,0.93,608.0,371.0,450.0,237.0,0.0208,0,0.3286,0
RID-0485,SC-MATHARE,Mathare,-1.2562083676680251,36.88502092185134,90.0,988.0,0.312,2.37,564.0,343.0,450.0,221.0,0.0362,0,0.419,0
RID-0486,SC-KAMUKUNJI,Kamukunji,-1.3390646458599846,36.85855750639062,109.1,1099.0,0.144,0.44,674.0,414.0,450.0,260.0,0.0057,0,0.2423,0
RID-0487,SC-DAGORETTI,Dagoretti,-1.3060815136625483,36.70738734206287,66.8,1058.0,0.199,1.71,432.0,257.0,450.0,175.0,0.0158,0,0.2789,0
RID-0488,SC-MATHARE,Mathare,-1.2497759480095003,36.89247317090326,74.3,601.0,0.101,2.33,475.0,285.0,450.0,190.0,0.0507,1,0.2567,0
RID-0489,SC-EMBAKASI,Embakasi,-1.3127489702925539,36.919057490944056,83.5,776.0,0.214,2.34,527.0,319.0,450.0,208.0,0.0466,0,0.3397,0
RID-0490,SC-KAMUKUNJI,Kamukunji,-1.252754434840227,36.87129828907168,89.7,1186.0,0.201,1.22,563.0,342.0,450.0,221.0,0.008,0,0.2861,0
RID-0491,SC-MATHARE,Mathare,-1.227200709412572,36.87984254982144,76.8,974.0,0.115,0.81,489.0,294.0,450.0,195.0,0.0099,0,0.2076,0
RID-0492,SC-MATHARE,Mathare,-1.2584913272219682,36.83296068376206,66.9,895.0,0.186,1.12,432.0,258.0,450.0,175.0,0.0204,0,0.2465,1
RID-0493,SC-MATHARE,Mathare,-1.264921249762599,36.848135068093676,93.2,728.0,0.16,0.96,583.0,355.0,450.0,228.0,0.0255,0,0.2548,0
RID-0494,SC-KASARANI,Kasarani,-1.1765811456500437,36.896482283751354,90.8,784.0,0.205,3.62,569.0,346.0,450.0,223.0,0.0644,0,0.4092,1
RID-0495,SC-MATHARE,Mathare,-1.2575359038643104,36.876029707520814,66.3,596.0,0.221,1.39,429.0,255.0,450.0,173.0,0.0654,0,0.2774,0
RID-0496,SC-MATHARE,Mathare,-1.259127951072551,36.898901020808616,100.3,980.0,0.082,1.82,623.0,381.0,450.0,242.0,0.0106,0,0.2542,0
RID-0497,SC-MATHARE,Mathare,-1.272452987234689,36.868892149104745,97.6,880.0,0.263,1.38,607.0,371.0,450.0,236.0,0.0281,0,0.3438,0
RID-0498,SC-DAGORETTI,Dagoretti,-1.307849411713961,36.717599549775585,82.0,807.0,0.251,1.64,519.0,313.0,450.0,205.0,0.0395,0,0.3278,0
RID-0499,SC-EMBAKASI,Embakasi,-1.3222353818181058,36.89925926405903,81.2,986.0,0.168,0.71,514.0,310.0,450.0,204.0,0.0114,0,0.2356,1
RID-0500,SC-EMBAKASI,Embakasi,-1.3185860444903452,36.88615158040252,88.3,1073.0,0.093,1.35,555.0,337.0,450.0,218.0,0.0075,0,0.2281,0
RID-0501,SC-MAKADARA,Makadara,-1.3281263492734368,36.858337888547425,67.1,1419.0,0.261,1.49,433.0,258.0,450.0,175.0,0.0062,0,0.308,0
RID-0502,SC-MATHARE,Mathare,-1.29009440748062,36.88020111927379,80.5,698.0,0.309,0.87,510.0,308.0,450.0,202.0,0.0552,0,0.3272,0
RID-0503,SC-MATHARE,Mathare,-1.25835120494131,36.8358489700107,47.7,1232.0,0.138,0.8,323.0,187.0,450.0,136.0,0.0056,0,0.1903,1
RID-0504,SC-KAMUKUNJI,Kamukunji,-1.2911841815409972,36.829956871888186,93.1,1195.0,0.158,0.88,582.0,355.0,450.0,228.0,0.0056,0,0.2502,0
RID-0505,SC-STAREHE,Starehe,-1.2686165097916162,36.85180900892047,56.6,844.0,0.124,1.53,373.0,219.0,450.0,154.0,0.0221,0,0.2187,0
RID-0506,SC-KASARANI,Kasarani,-1.257503449392915,36.902300521582944,102.6,1041.0,0.218,2.08,636.0,389.0,450.0,247.0,0.0174,0,0.3552,0
RID-0507,SC-NJIRU,Njiru,-1.2532026559113327,36.953426801529005,75.0,908.0,0.117,3.75,479.0,288.0,450.0,191.0,0.034,0,0.3325,0
RID-0508,SC-KAMUKUNJI,Kamukunji,-1.2807360674352462,36.82996061336522,76.8,1037.0,0.165,0.84,489.0,294.0,450.0,195.0,0.0103,0,0.235,0
RID-0509,SC-EMBAKASI,Embakasi,-1.3163810787133323,36.88407948286393,70.6,1302.0,0.247,1.55,453.0,271.0,450.0,182.0,0.0084,0,0.3064,0
RID-0510,SC-MAKADARA,Makadara,-1.278479857228028,36.86042623297344,75.7,1121.0,0.214,1.77,482.0,290.0,450.0,192.0,0.0136,0,0.3023,0
RID-0511,SC-MATHARE,Mathare,-1.2219761862849399,36.86378678372371,101.3,1102.0,0.173,2.36,629.0,385.0,450.0,244.0,0.013,0,0.3364,0
RID-0512,SC-MATHARE,Mathare,-1.2741681353382093,36.834725712147744,42.7,914.0,0.181,1.09,294.0,168.0,450.0,126.0,0.0209,0,0.2168,0
RID-0513,SC-EMBAKASI,Embakasi,-1.346062793525119,36.86831728113989,99.2,703.0,0.215,0.9,617.0,377.0,450.0,240.0,0.0333,0,0.2918,0
RID-0514,SC-KAMUKUNJI,Kamukunji,-1.2796574669797702,36.8551745004646,85.1,958.0,0.081,1.42,536.0,325.0,450.0,211.0,0.0106,0,0.2214,0
RID-0515,SC-DAGORETTI,Dagoretti,-1.3246238140406426,36.76190076628152,61.9,1241.0,0.099,2.23,404.0,239.0,450.0,165.0,0.007,0,0.2381,0
RID-0516,SC-DAGORETTI,Dagoretti,-1.3026612210336688,36.74693586023971,63.9,695.0,0.292,1.33,415.0,246.0,450.0,169.0,0.0649,0,0.3158,1
RID-0517,SC-MATHARE,Mathare,-1.2277555874348915,36.882936786317316,105.1,789.0,0.099,0.68,651.0,399.0,450.0,252.0,0.0138,1,0.223,0
RID-0518,SC-KAMUKUNJI,Kamukunji,-1.2903706129581165,36.82717615549169,65.8,1025.0,0.25,0.58,426.0,254.0,450.0,173.0,0.015,0,0.2589,1
RID-0519,SC-EMBAKASI,Embakasi,-1.3530363080265861,36.88561693361515,62.7,803.0,0.301,1.53,408.0,242.0,450.0,166.0,0.0523,0,0.3301,0
RID-0520,SC-KIBRA,Kibra,-1.3192226047765538,36.765256409456974,97.1,841.0,0.145,1.97,605.0,369.0,450.0,236.0,0.0232,0,0.2945,1
RID-0521,SC-MATHARE,Mathare,-1.2626251393418462,36.86653703765918,85.1,915.0,0.169,0.33,536.0,325.0,450.0,211.0,0.0124,0,0.2257,0
RID-0522,SC-MATHARE,Mathare,-1.2644971196361616,36.851999948383536,65.9,727.0,0.217,1.23,427.0,254.0,450.0,173.0,0.041,0,0.2677,1
RID-0523,SC-EMBAKASI,Embakasi,-1.3066269065606655,36.908838812991384,83.2,805.0,0.292,1.34,526.0,318.0,450.0,208.0,0.0426,0,0.3422,1
RID-0524,SC-KAMUKUNJI,Kamukunji,-1.306807981548857,36.873218647594925,64.6,1141.0,0.306,1.57,419.0,249.0,450.0,170.0,0.0189,0,0.3382,0
RID-0525,SC-KAMUKUNJI,Kamukunji,-1.2869717626456851,36.845376992458895,96.5,739.0,0.257,0.92,601.0,367.0,450.0,234.0,0.0367,1,0.3167,0
RID-0526,SC-MATHARE,Mathare,-1.2458357115348688,36.86966432262527,95.9,680.0,0.101,1.8,598.0,365.0,450.0,233.0,0.03,0,0.2592,1
RID-0527,SC-MATHARE,Mathare,-1.2409372673217351,36.87074248330404,88.0,874.0,0.241,2.35,553.0,336.0,450.0,217.0,0.0379,0,0.3644,0
RID-0528,SC-MATHARE,Mathare,-1.2722487474928088,36.87223007050412,85.4,1146.0,0.178,1.55,538.0,326.0,450.0,212.0,0.0094,0,0.282,0
RID-0529,SC-DAGORETTI,Dagoretti,-1.3158745241464131,36.74617119411553,106.4,961.0,0.193,1.94,658.0,404.0,450.0,254.0,0.0186,0,0.3361,0
RID-0530,SC-KAMUKUNJI,Kamukunji,-1.285664599812889,36.84083766285455,80.0,907.0,0.092,1.43,507.0,306.0,450.0,201.0,0.0135,0,0.222,0
RID-0531,SC-KAMUKUNJI,Kamukunji,-1.2875707502287785,36.80736301909005,62.3,1009.0,0.126,0.91,406.0,240.0,450.0,165.0,0.0104,0,0.2022,0
RID-0532,SC-EMBAKASI,Embakasi,-1.3209744981548193,36.90185689802282,86.7,651.0,0.27,0.7,546.0,331.0,450.0,215.0,0.0492,0,0.3015,0
RID-0533,SC-EMBAKASI,Embakasi,-1.306802872160052,36.879446497181476,111.3,1099.0,0.189,1.06,686.0,422.0,450.0,264.0,0.0085,0,0.2982,0
RID-0534,SC-MATHARE,Mathare,-1.234685843182706,36.847676503035714,64.8,1077.0,0.152,2.64,420.0,250.0,450.0,170.0,0.0169,0,0.29,1
RID-0535,SC-MAKADARA,Makadara,-1.2806108559894653,36.868543887237436,74.6,918.0,0.172,2.23,476.0,286.0,450.0,190.0,0.0252,0,0.2957,0
RID-0536,SC-EMBAKASI,Embakasi,-1.3229245461968762,36.935506217852186,86.2,1201.0,0.285,3.13,543.0,329.0,450.0,214.0,0.0219,0,0.4347,0
RID-0537,SC-KAMUKUNJI,Kamukunji,-1.3088727366351296,36.8633830834722,79.2,775.0,0.26,2.07,503.0,303.0,450.0,200.0,0.053,0,0.3514,0
RID-0538,SC-MATHARE,Mathare,-1.2399883536391405,36.85158759581847,65.3,1226.0,0.145,2.22,423.0,251.0,450.0,171.0,0.0088,0,0.2676,0
RID-0539,SC-MATHARE,Mathare,-1.2321506939987135,36.859999069708024,96.8,1031.0,0.108,3.0,603.0,368.0,450.0,235.0,0.0155,0,0.3189,0
RID-0540,SC-KIBRA,Kibra,-1.3092261274144028,36.79020643677542,114.8,933.0,0.14,0.86,706.0,435.0,450.0,271.0,0.0107,0,0.2641,0
RID-0541,SC-EMBAKASI,Embakasi,-1.312686174829411,36.9162161654632,82.9,996.0,0.301,2.03,524.0,317.0,450.0,207.0,0.031,0,0.3829,0
RID-0542,SC-MATHARE,Mathare,-1.2441302255889557,36.830029360535235,66.4,979.0,0.22,1.19,430.0,256.0,450.0,174.0,0.0187,0,0.268,0
RID-0543,SC-MATHARE,Mathare,-1.233913195142437,36.83175016023929,56.8,1244.0,0.208,1.5,374.0,220.0,450.0,154.0,0.009,0,0.2634,0
RID-0544,SC-STAREHE,Starehe,-1.2543490759131668,36.84753410273655,83.9,785.0,0.223,0.65,529.0,320.0,450.0,209.0,0.0265,0,0.2673,0
RID-0545,SC-MATHARE,Mathare,-1.281819328604304,36.85678371424091,96.6,847.0,0.168,1.25,602.0,367.0,450.0,234.0,0.0197,0,0.2757,0
RID-0546,SC-MATHARE,Mathare,-1.2821140933697188,36.860701579394224,87.1,1207.0,0.274,1.46,548.0,332.0,450.0,215.0,0.0115,0,0.3413,1
RID-0547,SC-KIBRA,Kibra,-1.3211606856837148,36.80059321064538,80.0,881.0,0.206,1.31,507.0,306.0,450.0,201.0,0.0232,0,0.2812,0
RID-0548,SC-STAREHE,Starehe,-1.2487938250776078,36.8529136762158,71.2,1180.0,0.108,1.5,457.0,273.0,450.0,183.0,0.0065,0,0.2242,0
RID-0549,SC-MATHARE,Mathare,-1.271243360531566,36.86081556252511,63.6,1340.0,0.111,1.19,414.0,245.0,450.0,168.0,0.0037,0,0.2066,0
RID-0550,SC-MAKADARA,Makadara,-1.3336687638444191,36.84388259867008,92.5,920.0,0.209,2.17,579.0,352.0,450.0,226.0,0.0264,0,0.3398,1
RID-0551,SC-MATHARE,Mathare,-1.240702967338051,36.89731165647097,93.7,1136.0,0.305,1.33,585.0,357.0,450.0,229.0,0.0152,0,0.3646,0
RID-0552,SC-KAMUKUNJI,Kamukunji,-1.3096869774375983,36.83315071481694,56.8,769.0,0.154,0.56,375.0,220.0,450.0,154.0,0.0228,0,0.1984,0
RID-0553,SC-MATHARE,Mathare,-1.2605281151391785,36.870603223176396,103.8,1151.0,0.289,0.74,643.0,394.0,450.0,249.0,0.0105,0,0.3377,0
RID-0554,SC-MATHARE,Mathare,-1.2761920703984329,36.87348122088928,88.6,1040.0,0.263,1.99,556.0,338.0,450.0,218.0,0.0221,0,0.3626,0
RID-0555,SC-KAMUKUNJI,Kamukunji,-1.2944767869414182,36.84471095458243,101.0,1095.0,0.139,0.86,627.0,384.0,450.0,243.0,0.0068,0,0.2476,0
RID-0556,SC-MATHARE,Mathare,-1.249074315039926,36.86512844539622,59.9,871.0,0.089,1.33,392.0,232.0,450.0,161.0,0.0159,0,0.1972,1
RID-0557,SC-KIBRA,Kibra,-1.3237277178105313,36.78280780392148,59.5,668.0,0.104,0.17,390.0,230.0,450.0,160.0,0.0217,0,0.1659,0
RID-0558,SC-DAGORETTI,Dagoretti,-1.2947672591841066,36.736599779402354,77.8,1101.0,0.255,0.88,494.0,298.0,450.0,197.0,0.0126,0,0.2892,0
RID-0559,SC-MAKADARA,Makadara,-1.305175921253342,36.891972943410096,87.5,587.0,0.128,1.01,550.0,334.0,450.0,216.0,0.0359,0,0.2329,0
RID-0560,SC-MATHARE,Mathare,-1.2487816110411751,36.85909039363942,106.9,937.0,0.169,1.46,661.0,406.0,450.0,255.0,0.0153,0,0.2987,1
RID-0561,SC-MAKADARA,Makadara,-1.2860609119097854,36.85332361020488,90.6,1188.0,0.2,0.68,568.0,345.0,450.0,222.0,0.0066,0,0.263,1
RID-0562,SC-MATHARE,Mathare,-1.2365375072482672,36.87239284384396,76.4,1038.0,0.254,2.14,486.0,293.0,450.0,194.0,0.0238,0,0.347,1
RID-0563,SC-KIBRA,Kibra,-1.3171460428800845,36.7939543385162,64.6,1390.0,0.107,1.02,419.0,249.0,450.0,170.0,0.0029,0,0.1997,0
RID-0564,SC-DAGORETTI,Dagoretti,-1.32441752304137,36.721464650621805,98.5,1205.0,0.178,0.18,613.0,374.0,450.0,238.0,0.0045,0,0.2382,1
RID-0565,SC-MATHARE,Mathare,-1.283878500127981,36.86785886189528,65.5,869.0,0.196,1.98,424.0,252.0,450.0,172.0,0.0312,0,0.2881,0
RID-0566,SC-MATHARE,Mathare,-1.2253497000102982,36.90962600292386,104.4,1005.0,0.21,1.35,647.0,396.0,450.0,250.0,0.0144,0,0.3159,0
RID-0567,SC-MATHARE,Mathare,-1.2472389779711848,36.875016889498895,75.7,991.0,0.276,1.96,483.0,290.0,450.0,193.0,0.0287,0,0.3524,1
RID-0568,SC-MATHARE,Mathare,-1.296021154683055,36.85414652400532,103.9,684.0,0.121,0.51,643.0,394.0,450.0,249.0,0.0201,0,0.2268,0
RID-0569,SC-KAMUKUNJI,Kamukunji,-1.3007556750381648,36.83258304803498,90.2,812.0,0.274,0.54,565.0,344.0,450.0,222.0,0.0285,0,0.3012,1
RID-0570,SC-MATHARE,Mathare,-1.2633628763716958,36.85555818844606,77.9,888.0,0.246,0.97,495.0,298.0,450.0,197.0,0.0245,0,0.2886,0
RID-0571,SC-MATHARE,Mathare,-1.2995859962075158,36.87995820512235,72.2,593.0,0.213,0.56,463.0,277.0,450.0,185.0,0.0473,0,0.245,0
RID-0572,SC-KAMUKUNJI,Kamukunji,-1.306454860514796,36.84978493728222,74.9,1009.0,0.248,0.81,478.0,287.0,450.0,191.0,0.0162,0,0.2787,0
RID-0573,SC-MATHARE,Mathare,-1.2185183466050005,36.846612308168275,86.4,950.0,0.179,3.84,544.0,330.0,450.0,214.0,0.0381,0,0.3955,0
RID-0574,SC-MATHARE,Mathare,-1.3106057504549267,36.8592799155624,81.2,665.0,0.113,1.59,514.0,310.0,450.0,203.0,0.0332,0,0.2412,1
RID-0575,SC-KAMUKUNJI,Kamukunji,-1.2629808073000286,36.88416694908441,71.1,1081.0,0.24,1.8,456.0,273.0,450.0,183.0,0.0178,0,0.314,1
RID-0576,SC-EMBAKASI,Embakasi,-1.3345909918890484,36.90993398446473,77.5,1143.0,0.206,1.93,493.0,297.0,450.0,196.0,0.0128,0,0.3065,0
RID-0577,SC-KIBRA,Kibra,-1.324306209135601,36.78288103291391,81.2,1045.0,0.233,0.12,514.0,310.0,450.0,204.0,0.0104,0,0.2481,0
RID-0578,SC-NJIRU,Njiru,-1.1971131330596594,36.9099405934321,48.1,935.0,0.161,0.99,325.0,188.0,450.0,137.0,0.0169,0,0.2089,0
RID-0579,SC-MATHARE,Mathare,-1.2549252067701084,36.87435386343531,86.9,1118.0,0.298,1.33,546.0,331.0,450.0,215.0,0.0162,0,0.3507,0
RID-0580,SC-MATHARE,Mathare,-1.2382842735012132,36.86695966306942,65.3,1136.0,0.221,2.55,423.0,252.0,450.0,172.0,0.0184,0,0.3301,0
RID-0581,SC-MATHARE,Mathare,-1.253838989209918,36.85716702865157,62.7,1061.0,0.1,1.1,408.0,242.0,450.0,166.0,0.0084,0,0.1974,0
RID-0582,SC-EMBAKASI,Embakasi,-1.3046174611750978,36.89313615449005,54.7,835.0,0.188,0.98,363.0,212.0,450.0,150.0,0.0251,1,0.229,0
RID-0583,SC-MATHARE,Mathare,-1.247568562202879,36.85760779327913,53.1,1055.0,0.262,1.65,353.0,206.0,450.0,147.0,0.0221,0,0.2983,0
RID-0584,SC-MATHARE,Mathare,-1.2524579921219563,36.8644147437263,59.7,1239.0,0.271,0.95,391.0,231.0,450.0,160.0,0.0098,0,0.2802,0
RID-0585,SC-STAREHE,Starehe,-1.2524789949845565,36.823972125528236,69.4,881.0,0.199,1.4,446.0,267.0,450.0,180.0,0.0246,0,0.2686,0
RID-0586,SC-MATHARE,Mathare,-1.2954606493641376,36.89023843001428,109.3,1420.0,0.295,0.55,675.0,414.0,450.0,260.0,0.0042,0,0.3402,1
RID-0587,SC-DAGORETTI,Dagoretti,-1.3111146460172522,36.73092467322702,72.1,895.0,0.144,1.06,462.0,277.0,450.0,185.0,0.0162,0,0.2271,0
RID-0588,SC-KIBRA,Kibra,-1.3269132258808698,36.81248876186341,82.7,1006.0,0.179,2.13,522.0,316.0,450.0,207.0,0.0182,0,0.3051,0
RID-0589,SC-KIBRA,Kibra,-1.357713484279574,36.84775497067319,86.0,866.0,0.296,2.44,541.0,328.0,450.0,213.0,0.0513,0,0.4053,0
RID-0590,SC-KIBRA,Kibra,-1.293878863818679,36.78946477828258,82.0,1045.0,0.295,0.57,518.0,313.0,450.0,205.0,0.0158,0,0.3055,1
RID-0591,SC-KIBRA,Kibra,-1.3160978800123257,36.79071108149715,78.8,652.0,0.245,0.65,501.0,302.0,450.0,199.0,0.045,0,0.274,0
RID-0592,SC-STAREHE,Starehe,-1.2645775514324131,36.837904311719,62.1,891.0,0.286,0.93,405.0,240.0,450.0,165.0,0.0307,0,0.2915,1
RID-0593,SC-KASARANI,Kasarani,-1.208887910679931,36.9017916136251,101.8,782.0,0.101,1.52,632.0,387.0,450.0,245.0,0.0193,0,0.2543,1
RID-0594,SC-MATHARE,Mathare,-1.2639467684061465,36.86197453432693,107.1,1027.0,0.288,0.4,662.0,406.0,450.0,256.0,0.0135,0,0.3248,0
RID-0595,SC-KAMUKUNJI,Kamukunji,-1.2888981656070535,36.86767540193734,54.8,1199.0,0.157,1.78,363.0,213.0,450.0,150.0,0.0092,0,0.2438,1
RID-0596,SC-MATHARE,Mathare,-1.2481288655543827,36.80619222730672,64.6,1129.0,0.123,1.72,419.0,249.0,450.0,170.0,0.0092,0,0.2336,0
RID-0597,SC-STAREHE,Starehe,-1.2618819844694047,36.82889472389438,75.8,526.0,0.137,0.96,483.0,290.0,450.0,193.0,0.047,0,0.2236,0
RID-0598,SC-KASARANI,Kasarani,-1.2203741751289179,36.89222963093822,65.5,1408.0,0.18,0.45,424.0,252.0,450.0,172.0,0.0031,0,0.2157,0
RID-0599,SC-KASARANI,Kasarani,-1.1975177456002797,36.91895052924246,87.6,1059.0,0.14,0.4,551.0,334.0,450.0,216.0,0.007,0,0.216,0
RID-0600,SC-DAGORETTI,Dagoretti,-1.3084575533564722,36.75214104574249,69.1,845.0,0.157,2.02,445.0,266.0,450.0,179.0,0.0282,0,0.2701,1
RID-0601,SC-KASARANI,Kasarani,-1.2394331346908256,36.87240763670422,112.5,1031.0,0.112,2.39,693.0,426.0,450.0,267.0,0.0118,0,0.3129,1
RID-0602,SC-MATHARE,Mathare,-1.2725343444917994,36.88224786944766,97.9,1035.0,0.151,1.44,609.0,372.0,450.0,237.0,0.0108,0,0.2757,0
RID-0603,SC-KASARANI,Kasarani,-1.2009374990924782,36.91026170840195,83.2,867.0,0.217,0.86,525.0,318.0,450.0,208.0,0.0216,0,0.2723,0
RID-0604,SC-KIBRA,Kibra,-1.30049808426304,36.795323565742294,95.4,1040.0,0.186,0.96,595.0,363.0,450.0,232.0,0.0106,0,0.2724,0
RID-0605,SC-KIBRA,Kibra,-1.327829631904459,36.793638450893475,96.6,879.0,0.163,0.29,602.0,367.0,450.0,235.0,0.0126,0,0.2332,1
RID-0606,SC-MATHARE,Mathare,-1.2439918094954463,36.88008582659627,71.5,919.0,0.259,2.35,459.0,275.0,450.0,184.0,0.0387,0,0.3545,0
RID-0607,SC-KASARANI,Kasarani,-1.1962217325705071,36.91416607694402,67.8,863.0,0.294,0.68,437.0,261.0,450.0,176.0,0.0311,0,0.2925,0
RID-0608,SC-MATHARE,Mathare,-1.2529710358491684,36.88640300476633,81.2,713.0,0.262,2.63,514.0,310.0,450.0,204.0,0.0763,0,0.3839,0
RID-0609,SC-MATHARE,Mathare,-1.2605304251849812,36.84736250697545,92.9,1029.0,0.16,0.56,581.0,354.0,450.0,227.0,0.0086,0,0.2379,0
RID-0610,SC-STAREHE,Starehe,-1.278261339278875,36.810101947103874,82.1,1117.0,0.259,1.36,519.0,314.0,450.0,205.0,0.0141,0,0.3194,1
RID-0611,SC-DAGORETTI,Dagoretti,-1.3065035654994877,36.74110962658569,56.3,1103.0,0.116,0.81,372.0,218.0,450.0,153.0,0.0074,0,0.189,0
RID-0612,SC-KAMUKUNJI,Kamukunji,-1.3008483984199992,36.83884076940722,68.0,1164.0,0.111,0.63,438.0,261.0,450.0,177.0,0.0052,0,0.1911,0
RID-0613,SC-STAREHE,Starehe,-1.3128722933390757,36.82926587414746,78.9,1065.0,0.163,1.08,501.0,302.0,450.0,199.0,0.01,0,0.2455,0
RID-0614,SC-DAGORETTI,Dagoretti,-1.2929758904927555,36.72765822737863,78.9,893.0,0.274,0.77,501.0,302.0,450.0,199.0,0.0252,0,0.2976,1
RID-0615,SC-KAMUKUNJI,Kamukunji,-1.2718150866313518,36.86375140275253,109.6,1168.0,0.139,1.2,676.0,415.0,450.0,261.0,0.0058,0,0.2719,0
RID-0616,SC-NJIRU,Njiru,-1.2821511972873796,36.92474550442867,59.2,728.0,0.095,1.19,388.0,229.0,450.0,159.0,0.0245,0,0.1948,0
RID-0617,SC-DAGORETTI,Dagoretti,-1.308382846995746,36.72520193797782,87.6,820.0,0.112,1.27,550.0,334.0,450.0,216.0,0.0177,0,0.2344,1
RID-0618,SC-MATHARE,Mathare,-1.2434105031613651,36.861123477224545,102.3,807.0,0.286,1.98,635.0,389.0,450.0,246.0,0.0467,0,0.3975,1
RID-0619,SC-KAMUKUNJI,Kamukunji,-1.2902902968262122,36.80492275271186,114.1,1216.0,0.232,0.5,702.0,432.0,450.0,270.0,0.0058,0,0.3029,1
RID-0620,SC-MAKADARA,Makadara,-1.2872916393958156,36.83521483210293,73.9,1189.0,0.141,1.53,472.0,284.0,450.0,189.0,0.0073,0,0.2457,0
RID-0621,SC-KASARANI,Kasarani,-1.2188013473946735,36.905547538759166,87.4,1097.0,0.213,0.91,549.0,333.0,450.0,216.0,0.0102,0,0.277,0
RID-0622,SC-KASARANI,Kasarani,-1.192786828083227,36.873823592017615,88.5,1214.0,0.207,3.27,556.0,338.0,450.0,218.0,0.0154,0,0.3887,1
RID-0623,SC-MATHARE,Mathare,-1.3203902431164165,36.868676990895075,82.9,824.0,0.237,1.47,524.0,317.0,450.0,207.0,0.0332,0,0.312,1
RID-0624,SC-MATHARE,Mathare,-1.223989776369783,36.88977892705879,78.5,1070.0,0.136,0.58,499.0,301.0,450.0,198.0,0.0074,0,0.2112,0
RID-0625,SC-MATHARE,Mathare,-1.2558068116945076,36.85516727628736,86.5,975.0,0.287,1.14,545.0,330.0,450.0,214.0,0.0227,0,0.3337,1
RID-0626,SC-MATHARE,Mathare,-1.2438575480672538,36.84552907600591,42.0,1169.0,0.154,1.6,290.0,165.0,450.0,125.0,0.0099,0,0.2217,0
RID-0627,SC-MATHARE,Mathare,-1.2504728446128757,36.87510940318334,90.2,977.0,0.247,1.7,566.0,344.0,450.0,222.0,0.0224,0,0.3389,1
RID-0628,SC-MAKADARA,Makadara,-1.2787958018500225,36.91519320077822,81.9,923.0,0.084,0.38,518.0,313.0,450.0,205.0,0.0085,0,0.1829,0
RID-0629,SC-DAGORETTI,Dagoretti,-1.2851516806564245,36.73382072748585,76.7,1108.0,0.169,1.57,488.0,294.0,450.0,194.0,0.0108,0,0.2669,0
RID-0630,SC-MATHARE,Mathare,-1.2605114862438398,36.82961848190222,110.7,1175.0,0.164,1.13,683.0,420.0,450.0,263.0,0.0062,0,0.2853,1
RID-0631,SC-MAKADARA,Makadara,-1.313894262621781,36.851814351237735,69.9,866.0,0.21,0.79,449.0,269.0,450.0,181.0,0.0218,0,0.2498,1
RID-0632,SC-KAMUKUNJI,Kamukunji,-1.2954817679586919,36.84804709744067,74.0,988.0,0.097,0.59,473.0,284.0,450.0,189.0,0.0082,0,0.1887,1
RID-0633,SC-MATHARE,Mathare,-1.276448398647644,36.88742061334649,109.9,788.0,0.27,0.86,678.0,417.0,450.0,261.0,0.0304,0,0.339,0
RID-0634,SC-MATHARE,Mathare,-1.259995858701636,36.86481399357723,67.5,500.0,0.132,0.14,436.0,260.0,450.0,176.0,0.0393,0,0.184,0
RID-0635,SC-KIBRA,Kibra,-1.3215578943302584,36.788103813677175,71.7,1040.0,0.242,0.78,460.0,275.0,450.0,185.0,0.0144,0,0.2702,1
RID-0636,SC-MATHARE,Mathare,-1.2434980347066473,36.847657395685786,77.8,1122.0,0.273,1.69,495.0,298.0,450.0,197.0,0.0169,0,0.3395,1
RID-0637,SC-MATHARE,Mathare,-1.2731623297815051,36.85892547942447,92.6,1052.0,0.215,1.47,579.0,353.0,450.0,227.0,0.014,0,0.3097,0
RID-0638,SC-MATHARE,Mathare,-1.2869174184694643,36.848614842805574,83.1,610.0,0.258,0.68,525.0,318.0,450.0,207.0,0.0535,0,0.2886,0
RID-0639,SC-MATHARE,Mathare,-1.2695244174708933,36.88248778361426,60.6,930.0,0.239,1.52,396.0,234.0,450.0,162.0,0.0273,0,0.2873,0
RID-0640,SC-MATHARE,Mathare,-1.2547487734199616,36.86887179822735,72.0,556.0,0.165,0.88,462.0,276.0,450.0,185.0,0.0479,0,0.2313,0
RID-0641,SC-DAGORETTI,Dagoretti,-1.2759820407566405,36.74125256423201,70.9,1274.0,0.274,1.25,455.0,272.0,450.0,183.0,0.0094,0,0.3101,0
RID-0642,SC-MATHARE,Mathare,-1.2521907030014223,36.86293556494135,78.8,783.0,0.151,0.99,501.0,302.0,450.0,199.0,0.0223,0,0.2349,0
